groupid	id	capture_time	content	ipareaid	dotip	position	len_content	_query_matchterms
960047897	812634761	2.02009E+13	老左就是个歪把子机枪  不停的突突突。。发射蝌蚪到女人体内	110105	1.203.127.131	中国北京市北京市朝阳区	29	960047897
960047897	812634761	2.02009E+13	开水房里怎么玩？人也不挤吧？	110105	1.203.127.131	中国北京市北京市朝阳区	14	960047897
156054857	812634761	2.02009E+13	我 8辆红旗接的媳妇	110105	1.203.127.131	中国北京市北京市朝阳区	10	156054857
156054857	812634761	2.02009E+13	不过应该不是这种红旗	110105	1.203.127.131	中国北京市北京市朝阳区	10	156054857
156054857	812634761	2.02009E+13	@行走中的记忆 不记得了  10多年了都	110105	1.203.127.131	中国北京市北京市朝阳区	20	156054857
960047897	812634761	2.02009E+13	北京是因为一下雨地面交通基本就瘫痪了	110105	1.203.127.131	中国北京市北京市朝阳区	18	960047897
960047897	812634761	2.02009E+13	?	110105	1.203.127.131	中国北京市北京市朝阳区	1	960047897
960047897	812634761	2.02009E+13	会相对人多	110105	1.203.127.131	中国北京市北京市朝阳区	5	960047897
960047897	812634761	2.02009E+13	不过今年我觉得整体都很危险 劝大家都谨慎收手 安全第一  真的	110105	1.203.127.131	中国北京市北京市朝阳区	31	960047897
960047897	812634761	2.02009E+13	我就没觉得地铁人真的多过	110105	1.203.127.131	中国北京市北京市朝阳区	12	960047897
960047897	812634761	2.02009E+13	其实猎狼这事  我还真不反对  有些哥们确实活该被抓 但是最近的确实有点过头了	110105	1.203.127.131	中国北京市北京市朝阳区	39	960047897
960047897	812634761	2.02009E+13	腿特要翻墙阿	110105	1.203.127.131	中国北京市北京市朝阳区	6	960047897
960047897	812634761	2.02009E+13	咋回复的？	110105	1.203.127.131	中国北京市北京市朝阳区	5	960047897
960047897	812634761	2.02009E+13	不如直接约妹子  就交友软件上划	110105	1.203.127.131	中国北京市北京市朝阳区	16	960047897
156054857	812634761	2.02009E+13	@猫眼石 啥情况？	110105	1.203.127.131	中国北京市北京市朝阳区	9	156054857
960047897	812634761	2.02009E+13	双飞吧	110105	1.203.127.131	中国北京市北京市朝阳区	3	960047897
960047897	812634761	2.02009E+13	老板要逼她接客 她说你是她男朋友	110105	1.203.127.131	中国北京市北京市朝阳区	16	960047897
960047897	812634761	2.02009E+13	最后呢？	110105	1.203.127.131	中国北京市北京市朝阳区	4	960047897
960047897	812634761	2.02009E+13	没有吧？ 没注意有阿？ 有就有吧 无所谓  我租了车 是开着玩还是打炮  谁也管不着  又不犯法	110105	1.203.127.131	中国北京市北京市朝阳区	48	960047897
156054857	812634761	2.02009E+13	@Observer 没事吧  这种事情不敏感吧？	110105	1.203.127.131	中国北京市北京市朝阳区	24	156054857
156054857	812634761	2.02009E+13	哦 那我撤回了 不发了就  反正也没啥特别的  就是让妞 咬到爆浆 喝了秋天的第一杯奶茶而已	110105	1.203.127.131	中国北京市北京市朝阳区	46	156054857
960047897	812634761	2.02009E+13	恩 你一说我也有点担心  不过貌似没有发现   就算被录了也无所谓吧   只能这么想了  哈哈哈	110105	1.203.127.131	中国北京市北京市朝阳区	48	960047897
960047897	812634761	2.02009E+13	@李克克 这个可以凑合用了  正好不用上心 因为颜值不高  丢了也无所谓	110105	1.203.127.131	中国北京市北京市朝阳区	36	960047897
960047897	812634761	2.02009E+13	我那个 比这个要强一些	110105	1.203.127.131	中国北京市北京市朝阳区	11	960047897
960047897	812634761	2.02009E+13	6 96kE1Abd3d07e77940a16f      50                {9FA65B6D-5792-BA32-CF23-81B1A62396C9}.jpg1212A淡定  @北京@沸腾	110105	1.203.127.131	中国北京市北京市朝阳区	106	960047897
960047897	812634761	2.02009E+13	每个人都有不同的讲故事风格  让克克慢慢讲吧	110105	1.203.127.131	中国北京市北京市朝阳区	22	960047897
960047897	812634761	2.02009E+13	@李克克 确实进度太慢了 细节要讲   但要有取舍  你这风格写网文  肯定扑街 6 96kE1A8c541ea4ab4c967b      50                {30995515-356D-77A9-7F74-80FC76AF46AF}.png1212A	110105	1.203.127.131	中国北京市北京市朝阳区	137	960047897
960047897	812634761	2.02009E+13	一开始几把都硬了  生生等软  哈哈哈	110105	1.203.127.131	中国北京市北京市朝阳区	19	960047897
960047897	812634761	2.02009E+13	算我没说话。。。@李克克 你还按你节奏讲吧。。。	110105	1.203.127.131	中国北京市北京市朝阳区	24	960047897
960047897	812634761	2.02009E+13	艹的咧	110105	1.203.127.131	中国北京市北京市朝阳区	3	960047897
960047897	812634761	2.02009E+13	我先工作去了 回头翻记录吧 哈哈哈	110105	1.203.127.131	中国北京市北京市朝阳区	17	960047897
960047897	812634761	2.02009E+13	我操 如果讲的话这样的话  就有点过分了  如果 后面  私聊后。。加群付费听细节。。那就更无敌了 &..我向来不掸于用最恶毒的心思来踹度人。。。  不针对谁，是我自己阴暗。	110105	1.203.127.131	中国北京市北京市朝阳区	87	960047897
960047897	812634761	2.02009E+13	我操 如果这样讲的话  就有点过分了  如果 后面  私聊后。。加群付费听细节。。那就更无敌了 &..我向来不掸于用最恶毒的心思来踹度人。。。  不针对谁，是我自己阴暗。	110105	1.203.127.131	中国北京市北京市朝阳区	85	960047897
960047897	812634761	2.02009E+13	@广东-River 我确实比较阴暗  所以 我撤回了  哈哈	110105	1.203.127.131	中国北京市北京市朝阳区	30	960047897
960047897	812634761	2.02009E+13	然后呢？？然后呢？？ 6 96kE1Ab1a87fe9a2be977b      50                {C4DD4113-0A4C-6D23-90CA-DAEA99210DAD}.jpg1212A	110105	1.203.127.131	中国北京市北京市朝阳区	107	960047897
960047897	812634761	2.02009E+13	应该是	110105	1.203.127.131	中国北京市北京市朝阳区	3	960047897
960047897	812634761	2.02009E+13	恢复更新了 哈哈  继续继续 别太监了。。	110105	1.203.127.131	中国北京市北京市朝阳区	21	960047897
960047897	812634761	2.02009E+13	我日？？ 后续呢？ 克克这加威信 然后呢？  又没有下文了？	110105	1.203.127.131	中国北京市北京市朝阳区	30	960047897
960047897	812634761	2.02009E+13	6 96kE1A9f66f6253f901e6f      50                {91BFA344-7131-9C4D-B2F7-AE1DD6A41256}.gif1212A	110105	1.203.127.131	中国北京市北京市朝阳区	96	960047897
960047897	812634761	2.02009E+13	@李克克 继续上午的	110105	1.203.127.131	中国北京市北京市朝阳区	10	960047897
960047897	812634761	2.02009E+13	6 96kE1Aba486b74b7220d6f      50                {C4DD4113-0A4C-6D23-90CA-DAEA99210DAD}.jpg1212A	110105	1.203.127.131	中国北京市北京市朝阳区	96	960047897
960047897	812634761	2.02009E+13	@李克克 我操 都等着呢  排照加威信	110105	1.203.127.131	中国北京市北京市朝阳区	19	960047897
960047897	812634761	2.02009E+13	然后呢？	110105	1.203.127.131	中国北京市北京市朝阳区	4	960047897
960047897	812634761	2.02009E+13	北京不北京 别纠结了	110105	1.203.127.131	中国北京市北京市朝阳区	10	960047897
960047897	812634761	2.02009E+13	怎么搞下去的	110105	1.203.127.131	中国北京市北京市朝阳区	6	960047897
960047897	812634761	2.02009E+13	6 96kE1Ab916ca9a3f901e6f      50                {91BFA344-7131-9C4D-B2F7-AE1DD6A41256}.gif1212A	110105	1.203.127.131	中国北京市北京市朝阳区	96	960047897
960047897	812634761	2.02009E+13	6 96kE1Ab5983eea7e89977b      50                {34A27148-5BB7-208B-7600-BDCC2EBB5C6C}.jpg1212A	110105	1.203.127.131	中国北京市北京市朝阳区	96	960047897
960047897	812634761	2.02009E+13	6 96kE1A84f11a54a2be977b      50                {A81DC8BE-916B-E054-57CB-3168B8F546B2}.jpg1212A	110105	1.203.127.131	中国北京市北京市朝阳区	96	960047897
960047897	812634761	2.02009E+13	6 96kE1A8b32a0b1b16fa16f      50                {C64E0656-C66C-79D9-0DD3-17E9C151D1E6}.png1212A	110105	1.203.127.131	中国北京市北京市朝阳区	96	960047897
960047897	812634761	2.02009E+13	6 96kE1Abb3ff5197940a16f      50                {7665009E-C841-823C-04A8-226B84CFA5C1}.png1212A	110105	1.203.127.131	中国北京市北京市朝阳区	96	960047897
960047897	812634761	2.02009E+13	6 96kE1Ab84b24a8aa4c967b      50                {B54D0BC0-91BD-A723-9957-C97C552976CC}.jpg1212A	110105	1.203.127.131	中国北京市北京市朝阳区	96	960047897
960047897	812634761	2.02009E+13	6 96kE1Aa7a1dd0fa3be977b      50                {9DF89E29-E6BD-EF54-9C44-426F4979EA7E}.jpg1212A	110105	1.203.127.131	中国北京市北京市朝阳区	96	960047897
960047897	812634761	2.02009E+13	6 96kE1Aa6e06a5bb7220d6f      50                {E39D7D7D-C338-D840-D028-67C668F7BE6C}.png1212A	110105	1.203.127.131	中国北京市北京市朝阳区	96	960047897
960047897	812634761	2.02009E+13	我日了  你俩真牛鼻	110105	1.203.127.131	中国北京市北京市朝阳区	10	960047897
960047897	812634761	2.02009E+13	都消停点	110105	1.203.127.131	中国北京市北京市朝阳区	4	960047897
960047897	812634761	2.02009E+13	听克克6 95kD1A838d30fa3f901e6f      50                {2BC91747-D325-110C-24D5-4BFE14BEE4BA}.gifABCA	110105	1.203.127.131	中国北京市北京市朝阳区	98	960047897
960047897	812634761	2.02009E+13	撩机	110105	1.203.127.131	中国北京市北京市朝阳区	2	960047897
960047897	812634761	2.02009E+13	我操 这故事讲的  前言不接后语啊。。	110105	1.203.127.131	中国北京市北京市朝阳区	19	960047897
960047897	812634761	2.02009E+13	撩了半天 然后呢？ 约下来了？ 到车里强上了？ 然后呢？	110105	1.203.127.131	中国北京市北京市朝阳区	28	960047897
960047897	812634761	2.02009E+13	整个故事的感觉：  6 92kA1Caaba20f2a2be977b      50                {6C8CECDA-7B47-79E8-BD28-4037623748CB}.jpgA	110105	1.203.127.131	中国北京市北京市朝阳区	102	960047897
960047897	812634761	2.02009E+13	@李克克  求中间黑屏部分	110105	1.203.127.131	中国北京市北京市朝阳区	13	960047897
960047897	812634761	2.02009E+13	不不不 我不关心活塞部分  我关心 从建立联系到 活塞开始之前的这一段	110105	1.203.127.131	中国北京市北京市朝阳区	35	960047897
960047897	812634761	2.02009E+13	0、无关前戏   ---大篇幅 1、 搭讪部分   --已讲。 2、约出部分   ---缺失！！！！ 3、活塞部分   ----缺失，不过无所谓。 4、推倒之后   ----模糊描述。凑合。  以上。。。全文点评@李克克	110105	1.203.127.131	中国北京市北京市朝阳区	110	960047897
960047897	812634761	2.02009E+13	请补交作业	110105	1.203.127.131	中国北京市北京市朝阳区	5	960047897
960047897	812634761	2.02009E+13	6 96kE1Ab471d3bda2be977b      50                {8AA575A9-6C5B-152C-50DD-6D914C142A76}.jpg1212A	110105	1.203.127.131	中国北京市北京市朝阳区	96	960047897
960047897	812634761	2.02009E+13	我调教过的  我说啥了没	110105	1.203.127.131	中国北京市北京市朝阳区	12	960047897
960047897	812634761	2.02009E+13	170cm  160斤。。也是B肥腻腻的。。	110105	1.203.127.131	中国北京市北京市朝阳区	22	960047897
960047897	812634761	2.02009E+13	跟操五花肉没啥区别	110105	1.203.127.131	中国北京市北京市朝阳区	9	960047897
960047897	812634761	2.02009E+13	@北京-左岸 其实我一直馋你老婆  可惜一直灭机会  我老婆身材都走形了  哈哈哈	110105	1.203.127.131	中国北京市北京市朝阳区	41	960047897
960047897	812634761	2.02009E+13	@北京@小孩 好久不见	110105	1.203.127.131	中国北京市北京市朝阳区	11	960047897
960047897	812634761	2.02009E+13	@鼎囤 夜哥 哈哈	110105	1.203.127.131	中国北京市北京市朝阳区	9	960047897
960047897	812634761	2.02009E+13	@北京@小孩	110105	1.203.127.131	中国北京市北京市朝阳区	6	960047897
960047897	812634761	2.02009E+13	有了	110105	1.203.127.131	中国北京市北京市朝阳区	2	960047897
960047897	812634761	2.02009E+13	@鼎囤 @鼎囤 什么？	110105	1.203.127.131	中国北京市北京市朝阳区	11	960047897
960047897	812634761	2.02009E+13	@鼎囤 是看过反馈阿	110105	1.203.127.131	中国北京市北京市朝阳区	10	960047897
960047897	812634761	2.02009E+13	@李克克 日　出来了　　 补作业　快点  0、无关前戏   ---大篇幅 1、 搭讪部分   --已讲。 2、约出部分   ---缺失！！！！ 3、活塞部分   ----缺失，不过无所谓。 4、推倒之后   ----模糊描述。凑合。  以上。。。全文点评@李克克	110105	1.203.127.131	中国北京市北京市朝阳区	131	960047897
960047897	812634761	2.02009E+13	哈哈哈	110105	1.203.127.131	中国北京市北京市朝阳区	3	960047897
960047897	812634761	2.02009E+13	@李克克 　快点出来补作业　  0、无关前戏   ---大篇幅 1、 搭讪部分   --已讲。 2、约出部分   ---缺失！！！！ 3、活塞部分   ----缺失，不过无所谓。 4、推倒之后   ----模糊描述。凑合。	110105	1.203.127.131	中国北京市北京市朝阳区	111	960047897
960047897	812634761	2.02009E+13	@邋遢大王 没看过 哈哈哈 我可没看过 ＋１	110105	1.203.127.131	中国北京市北京市朝阳区	22	960047897
960047897	812634761	2.02009E+13	@邋遢大王	110105	1.203.127.131	中国北京市北京市朝阳区	5	960047897
960047897	812634761	2.02009E+13	小姨子呢？	110105	1.203.127.131	中国北京市北京市朝阳区	5	960047897
960047897	812634761	2.02009E+13	对阿	110105	1.203.127.131	中国北京市北京市朝阳区	2	960047897
960047897	812634761	2.02009E+13	就是那个绿奴的	110105	1.203.127.131	中国北京市北京市朝阳区	7	960047897
960047897	812634761	2.02009E+13	我操　不是我那个提比姿势的变种么？	110105	1.203.127.131	中国北京市北京市朝阳区	17	960047897
960047897	812634761	2.02009E+13	妞这么热情　　还教你这个呢　　在她姐身上尝试了没	110105	1.203.127.131	中国北京市北京市朝阳区	24	960047897
960047897	812634761	2.02009E+13	恩　阴蒂　阴道　阴唇　尿道　心理　一下子全刺激到了	110105	1.203.127.131	中国北京市北京市朝阳区	25	960047897
960047897	812634761	2.02009E+13	所以我特别喜欢这么玩妞　基本没有不哆嗦的	110105	1.203.127.131	中国北京市北京市朝阳区	20	960047897
960047897	812634761	2.02009E+13	有个妞曾经跟我反馈过　被提起来的一瞬间　特别怕Ｂ被扯坏了　　于是就潜意识的用力收紧　结果越用力　越敏感　注意力全在Ｂ上了	110105	1.203.127.131	中国北京市北京市朝阳区	60	960047897
960047897	812634761	2.02009E+13	@邋遢大王 那就是只操了小姨子　没操绿奴老婆　是吧？	110105	1.203.127.131	中国北京市北京市朝阳区	26	960047897
960047897	812634761	2.02009E+13	其实就是加藤鹰之手的姿势　不过紧扣妞的阴阜　两根手指在Ｂ里　手掌贴在阴蒂和阴毛上　慢慢缓用力　把妞提离地	110105	1.203.127.131	中国北京市北京市朝阳区	52	960047897
960047897	812634761	2.02009E+13	我很期待你在他家双飞姐妹花那天	110105	1.203.127.131	中国北京市北京市朝阳区	15	960047897
960047897	812634761	2.02009E+13	要有素养。。这么私密的视频　怎么可能群里发　　 @邋遢大王 大王我们私聊．．．哈哈哈哈	110105	1.203.127.131	中国北京市北京市朝阳区	43	960047897
960047897	812634761	2.02009E+13	哈哈哈　我是开玩笑呢　你们当真阿	110105	1.203.127.131	中国北京市北京市朝阳区	16	960047897
960047897	812634761	2.02009E+13	这是对的	110105	1.203.127.131	中国北京市北京市朝阳区	4	960047897
960047897	812634761	2.02009E+13	太不安全	110105	1.203.127.131	中国北京市北京市朝阳区	4	960047897
960047897	812634761	2.02009E+13	这个我看过　哈哈　穿着衣服的	110105	1.203.127.131	中国北京市北京市朝阳区	14	960047897
960047897	812634761	2.02009E+13	哈哈哈　　是的	110105	1.203.127.131	中国北京市北京市朝阳区	7	960047897
960047897	812634761	2.02009E+13	牛鼻　　被猫抓了　就是一窝　　聚众ＸＸ	110105	1.203.127.131	中国北京市北京市朝阳区	19	960047897
960047897	812634761	2.02009E+13	能拍宣传片　　就已经不隐蔽了　　就看猫想不想抓了	110105	1.203.127.131	中国北京市北京市朝阳区	24	960047897
960047897	812634761	2.02009E+13	吃饭喝酒不犯法　后续很难说　　话语权不在手	110105	1.203.127.131	中国北京市北京市朝阳区	21	960047897
960047897	812634761	2.02009E+13	@邋遢大王 @邋遢大王 那还不错	110105	1.203.127.131	中国北京市北京市朝阳区	16	960047897
960047897	812634761	2.02009E+13	哦　你参加了阿	110105	1.203.127.131	中国北京市北京市朝阳区	7	960047897
960047897	812634761	2.02009E+13	@帝都～京城顶少 向大王学习吧　　操了一个宿舍这种小说场景。／。。膜拜阿	110105	1.203.127.131	中国北京市北京市朝阳区	36	960047897
960047897	812634761	2.02009E+13	还有仨牲口是谁　　好奇	110105	1.203.127.131	中国北京市北京市朝阳区	11	960047897
960047897	812634761	2.02009E+13	我肯定不算其中之一　我自己知道	110105	1.203.127.131	中国北京市北京市朝阳区	15	960047897
960047897	812634761	2.02009E+13	能力还不达标	110105	1.203.127.131	中国北京市北京市朝阳区	6	960047897
960047897	812634761	2.0201E+13	@帝都～京城顶少 我也能让咱媳妇满意  真的。。你要不信可以让我试试	110105	1.203.127.131	中国北京市北京市朝阳区	34	960047897
960047897	812634761	2.0201E+13	不满意保赔偿	110105	1.203.127.131	中国北京市北京市朝阳区	6	960047897
960047897	812634761	2.0201E+13	死也要死在B上	110105	1.203.127.131	中国北京市北京市朝阳区	7	960047897
960047897	812634761	2.0201E+13	@帝都～京城顶少 我已经恢复了  心脏跳动强筋有力  不信你试试看	110105	1.203.127.131	中国北京市北京市朝阳区	33	960047897
960047897	812634761	2.0201E+13	6 92kA1Cbe589cb1b7220d6f      50                {99D0E1E3-0B71-36FA-F0B7-DBF7E75F1768}.jpgA	110105	1.203.127.131	中国北京市北京市朝阳区	92	960047897
960047897	812634761	2.0201E+13	@帝都～京城顶少 @帝都～京城顶少 我可以帮你 真的	110105	1.203.127.131	中国北京市北京市朝阳区	26	960047897
960047897	812634761	2.0201E+13	我操 我这是多热心肠阿	110105	1.203.127.131	中国北京市北京市朝阳区	11	960047897
960047897	812634761	2.0201E+13	怎么就毒了  哈哈哈	110105	1.203.127.131	中国北京市北京市朝阳区	10	960047897
960047897	812634761	2.0201E+13	日的咧  又不当真  大家不都是这么相互意淫嘛	110105	1.203.127.131	中国北京市北京市朝阳区	23	960047897
960047897	812634761	2.0201E+13	行吧 那以后不开你车了	110105	1.203.127.131	中国北京市北京市朝阳区	11	960047897
960047897	812634761	2.0201E+13	@北京-贴身 @北京-贴身 从不开玩笑 一直都实战。。   更即把吓人	110105	1.203.127.131	中国北京市北京市朝阳区	35	960047897
960047897	812634761	2.0201E+13	@北京-左岸 我操？？然后有妹子主动你？	110105	1.203.127.131	中国北京市北京市朝阳区	20	960047897
960047897	812634761	2.0201E+13	还是你直接加当地的妹子 看他们同意不同意？	110105	1.203.127.131	中国北京市北京市朝阳区	21	960047897
960047897	812634761	2.0201E+13	@浙江@风吟 @浙江@风吟 +1	110105	1.203.127.131	中国北京市北京市朝阳区	16	960047897
960047897	812634761	2.0201E+13	@北京-左岸 @北京-左岸 我操 真幸福  妹子漂亮不？	110105	1.203.127.131	中国北京市北京市朝阳区	28	960047897
960047897	812634761	2.0201E+13	@北京-左岸 @北京-左岸 我操？那还能毫无戒心的让你内射？	110105	1.203.127.131	中国北京市北京市朝阳区	30	960047897
960047897	812634761	2.0201E+13	玩嗨了？	110105	1.203.127.131	中国北京市北京市朝阳区	4	960047897
960047897	812634761	2.0201E+13	那估计是因为持久 妞也高潮了 所以就比较顺从	110105	1.203.127.131	中国北京市北京市朝阳区	22	960047897
960047897	812634761	2.0201E+13	唉性胬少妇还是不同意三人行  我说找个小哥哥一起操你吧 直接跟我说 那我成什么了 自己老公不让操 让你带着别人来糟踏我？	110105	1.203.127.131	中国北京市北京市朝阳区	60	960047897
960047897	812634761	2.0201E+13	人家又不是煞笔  还能不知道咋回事	110105	1.203.127.131	中国北京市北京市朝阳区	17	960047897
960047897	812634761	2.0201E+13	操的咧  妞对这个话题特别敏感  可能本来就是在纠结期的原因	110105	1.203.127.131	中国北京市北京市朝阳区	30	960047897
960047897	812634761	2.0201E+13	要跑了	110105	1.203.127.131	中国北京市北京市朝阳区	3	960047897
960047897	812634761	2.0201E+13	搞过，不行。。。可能是我还是感情炮成分太大	110105	1.203.127.131	中国北京市北京市朝阳区	21	960047897
960047897	812634761	2.0201E+13	接受电几把  但不能提人 一提就急那怕正高潮也不行	110105	1.203.127.131	中国北京市北京市朝阳区	25	960047897
960047897	812634761	2.0201E+13	6 92kA1 8117454fa2be977b      50                {D8668D7E-9F26-E43A-67B1-FC1F564406AE}.pngA	110105	1.203.127.131	中国北京市北京市朝阳区	92	960047897
960047897	812634761	2.0201E+13	中午看见一个妞 短款紧身羽绒服+紧身裤+及膝靴 我第一次发现 这种一点也不漏的身材居然也可以这么诱人	110105	1.203.127.131	中国北京市北京市朝阳区	50	960047897
960047897	812634761	2.0201E+13	@帝都～京城顶少 @帝都～京城顶少 是的	110105	1.203.127.131	中国北京市北京市朝阳区	20	960047897
156054857	812634761	2.0201E+13	@猫眼石 @猫眼石 我觉得我这些年就没顺过，但奇葩的事每次到了最后关头总有峰回路转	110105	1.203.127.131	中国北京市北京市朝阳区	41	156054857
156054857	812634761	2.0201E+13	反正不会弄死我。。我就发现。	110105	1.203.127.131	中国北京市北京市朝阳区	14	156054857
156054857	812634761	2.0201E+13	@猫眼石 反正没少草逼 比不过那些牲口们 但也算是体验过人生了	110105	1.203.127.131	中国北京市北京市朝阳区	31	156054857
960047897	812634761	2.0201E+13	@成都@小懒 @成都@小懒 去成都糟蹋妹子了 哈哈哈	110105	1.203.127.131	中国北京市北京市朝阳区	26	960047897
960047897	812634761	2.0201E+13	啥时候的事？	110105	1.203.127.131	中国北京市北京市朝阳区	6	960047897
960047897	812634761	2.0201E+13	所以我现在踏实操笔 决不车上乱玩	110105	1.203.127.131	中国北京市北京市朝阳区	16	960047897
960047897	812634761	2.0201E+13	我一直强调 现在风险收益比太低  真心没有必要冒险	110105	1.203.127.131	中国北京市北京市朝阳区	25	960047897
960047897	812634761	2.0201E+13	我操 你们真重口  我接受不了  你当吃卤煮呢。。。	110105	1.203.127.131	中国北京市北京市朝阳区	26	960047897
960047897	812634761	2.0201E+13	我只能接受舔干净无味的鲍鱼	110105	1.203.127.131	中国北京市北京市朝阳区	13	960047897
960047897	812634761	2.0201E+13	@北京-左岸 @北京-左岸 哈哈哈，不会又是我吧	110105	1.203.127.131	中国北京市北京市朝阳区	24	960047897
960047897	812634761	2.0201E+13	@帝都～京城顶少 @帝都～京城顶少 解锁过 并不爽	110105	1.203.127.131	中国北京市北京市朝阳区	25	960047897
960047897	812634761	2.0201E+13	我最遗憾的就是能双飞地铁上摸出来的情人和侄女   都即把搂着同时亲了  没抓住机会  侄女回老家了  就再没机会操了	110105	1.203.127.131	中国北京市北京市朝阳区	58	960047897
960047897	812634761	2.0201E+13	恩 亲侄女 很可爱的一个小嫩妞 不到20岁 来北京玩	110105	1.203.127.131	中国北京市北京市朝阳区	26	960047897
960047897	812634761	2.0201E+13	就一个暑假	110105	1.203.127.131	中国北京市北京市朝阳区	5	960047897
960047897	812634761	2.0201E+13	可惜了  错过了机会	110105	1.203.127.131	中国北京市北京市朝阳区	10	960047897
960047897	812634761	2.0201E+13	很早之前讲过阿	110105	1.203.127.131	中国北京市北京市朝阳区	7	960047897
960047897	812634761	2.0201E+13	最开始是我玩一个妞 连续玩了两三天后搭讪了  然后请吃饭看电影 去她住处操了 然后有一天约她吃饭 她说侄女来了  我说那就带着一起吧  一起吃饭后 看电影去了 我现在都记得 好像是 81号院  那个恐怖片  然后我坐中间 俩妞一左一右	110105	1.203.127.131	中国北京市北京市朝阳区	117	960047897
960047897	812634761	2.0201E+13	中间恐怖情节 俩都有点慌  我一手搂一个  熟妞直接入内摸B  然后试探后 侄女搂腰摸小腹  但是还没敢继续	110105	1.203.127.131	中国北京市北京市朝阳区	54	960047897
960047897	812634761	2.0201E+13	又过了两天 说一起去逛街 但是熟妞当时下班晚 让我先去家里接侄女  到家里后 开了个小玩笑 抱了下 然后坐地铁时候人多 就搂怀里了 小丫头害羞 头一直埋怀里	110105	1.203.127.131	中国北京市北京市朝阳区	78	960047897
960047897	812634761	2.0201E+13	到了后 逛了逛 给俩人一人买了件衣服  然后还是一手拉着一个回去	110105	1.203.127.131	中国北京市北京市朝阳区	32	960047897
960047897	812634761	2.0201E+13	到了楼下 我开玩笑说 我家的大小可爱 这就要进屋了  我这么辛苦陪你们  好歹亲一口把  于是一个妞亲了一口 熟妞啐了我一口 说 你可不许打怀心思  侄女一直偷笑	110105	1.203.127.131	中国北京市北京市朝阳区	81	960047897
960047897	812634761	2.0201E+13	后来又一起出来玩过两次  但是最多也就是搂搂抱抱亲亲  侄女一直没操上 但是我能感觉到如果有单独机会侄女其实应该会让操	110105	1.203.127.131	中国北京市北京市朝阳区	59	960047897
960047897	812634761	2.0201E+13	在后来 侄女回去了  操熟妞的时候  她说 她订那么紧就是故意的 就是怕我操了侄女 她不好跟她哥交待	110105	1.203.127.131	中国北京市北京市朝阳区	50	960047897
960047897	812634761	2.0201E+13	6 96kE1Ab6bdde4b7e89977b      50                {30995515-356D-77A9-7F74-80FC76AF46AF}.png1212A	110105	1.203.127.131	中国北京市北京市朝阳区	96	960047897
960047897	812634761	2.0201E+13	所以  结论是: 没操阿  只操了熟妞几次  后来兴趣也不大了  就断了联系了	110105	1.203.127.131	中国北京市北京市朝阳区	39	960047897
960047897	812634761	2.0201E+13	所以  结论是: 没操阿  只操了熟妞几次  后来兴趣也不大了  就断了联系了	110105	1.203.127.131	中国北京市北京市朝阳区	39	960047897
960047897	812634761	2.0201E+13	那没有 哈哈哈	110105	1.203.127.131	中国北京市北京市朝阳区	7	960047897
960047897	812634761	2.0201E+13	我没有亲侄女 要是有 并且能操的话 我估计我还真能把情人和自己亲侄女弄一起草	110105	1.203.127.131	中国北京市北京市朝阳区	38	960047897
960047897	812634761	2.0201E+13	因为乱伦比情人罪过更大吧?哈哈哈	110105	1.203.127.131	中国北京市北京市朝阳区	16	960047897
960047897	812634761	2.0201E+13	话说上次李克克那个操姑娘的过程你们谁听完了 到底  翻译简述下?	110105	1.203.127.131	中国北京市北京市朝阳区	32	960047897
960047897	812634761	2.0201E+13	我等了2天都没有听完一个完整的故事./..也是服气了	110105	1.203.127.131	中国北京市北京市朝阳区	26	960047897
960047897	812634761	2.0201E+13	就是看上一个姑娘 搭讪  还有个小胖子搭讪失败 然后跟到家里还是家附近  然后就操了 中间缺失那关键的一段   谁听完了  说说咋回事	110105	1.203.127.131	中国北京市北京市朝阳区	67	960047897
960047897	812634761	2.0201E+13	松散不要紧 关键部分 后来补上了没 我就好奇这点	110105	1.203.127.131	中国北京市北京市朝阳区	24	960047897
960047897	812634761	2.0201E+13	从他到楼下 到怎么勾搭上的过程	110105	1.203.127.131	中国北京市北京市朝阳区	15	960047897
1044937272	775315212	2.0201E+13	骚货手心	440000	14.16.18.33	中国广东省	4	1044937272
1044937272	775315212	2.0201E+13	可惜没有机会拍她的骚内内	440000	14.16.18.33	中国广东省	12	1044937272
1044937272	775315212	2.0201E+13	太老了	440000	14.16.18.33	中国广东省	3	1044937272
1044937272	775315212	2.0201E+13	[视频]你的QQ暂不支持查看视频短片，请升级到最新版本后查看。	440000	14.16.18.33	中国广东省	31	1044937272
1044937272	775315212	2.0201E+13	这少妇你们肯定喜欢	440000	14.16.18.33	中国广东省	9	1044937272
1044937272	775315212	2.0201E+13	[视频]你的QQ暂不支持查看视频短片，请升级到最新版本后查看。	440000	14.16.18.33	中国广东省	31	1044937272
1044937272	775315212	2.0201E+13	[视频]你的QQ暂不支持查看视频短片，请升级到最新版本后查看。	440000	14.16.18.33	中国广东省	31	1044937272
1043742061	775315212	2.0201E+13	@惊鸿又一面 湿了？	440000	14.16.18.33	中国广东省	10	1043742061
1043742061	775315212	2.0201E+13	天气变冷了	440000	14.16.18.33	中国广东省	5	1043742061
1043742061	775315212	2.0201E+13	我们的班花	440000	14.16.18.33	中国广东省	5	1043742061
